# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/3126.1.all.q/genomes/tb927_6/tb927_6.gtf" "-o" "/tmp/3126.1.all.q/P1C/counts.txt" "/tmp/3126.1.all.q/P1C/P1Csorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/3126.1.all.q/P1C/P1Csorted.bam
Tb11.0480	tryp_XI-1056c09.q1k	17832	18695	+	864	0
Tb09.v4.0037	TP26P4-5g04.p1k	5948	7345	-	1398	0
Tb09.v4.0038	TP26P4-5g04.p1k	7472	8556	-	1085	0
Tb09.v4.0039	TP26P4-5g04.p1k	9577	11097	-	1521	3
Tb09.v4.0040	TP26P4-5g04.p1k	12154	13059	-	906	0
Tb09.v4.0203	tryp_IXb-93a04.p1c	777	1969	-	1193	1
Tb09.v4.0204	tryp_IXb-93a04.p1c	4744	6219	-	1476	436
Tb09.v4.0205	tryp_IXb-93a04.p1c	7986	8959	-	974	0
Tb09.v4.0206	tryp_IXb-93a04.p1c	10914	11216	+	303	1
Tb09.v4.0207	tryp_IXb-93a04.p1c	11985	13439	+	1455	0
Tb09.v4.0208	tryp_IXb-93a04.p1c	14732	16196	+	1465	0
Tb09.v4.0209	tryp_IXb-93a04.p1c	17332	18380	+	1049	2
Tb11.1090	tryp_XI-339b02.q2k2024	50	1525	+	1476	0
Tb11.1100	tryp_XI-339b02.q2k2024	2678	5219	+	2542	93
Tb11.1110	tryp_XI-339b02.q2k2024	7415	9248	+	1834	0
Tb09.v4.0054	Tp_ends-40b06.q1k	1	787	-	787	0
Tb09.v4.0055	Tp_ends-40b06.q1k	2388	2825	-	438	0
Tb09.v4.0056	Tp_ends-40b06.q1k	4161	6185	-	2025	255
Tb09.v4.0057	Tp_ends-40b06.q1k	11838	13445	-	1608	0
Tb10.v4.0131	tryp_X-276b11.q1c	1	96	+	96	1
Tb10.v4.0132	tryp_X-276b11.q1c	582	2123	+	1542	0
Tb10.v4.0133	tryp_X-276b11.q1c	3308	5068	+	1761	0
Tb10.v4.0134	tryp_X-276b11.q1c	7403	8938	+	1536	0
Tb10.v4.0135	tryp_X-276b11.q1c	11903	13315	+	1413	0
Tb10.v4.0136	tryp_X-276b11.q1c	15010	16712	+	1703	0
Tb10.v4.0137	tryp_X-276b11.q1c	17621	17950	+	330	2
Tb10.v4.0138	tryp_X-276b11.q1c	17976	18581	+	606	4
Tb10.v4.0139	tryp_X-276b11.q1c	18747	20357	+	1611	11
Tb10.v4.0140	tryp_X-276b11.q1c	22322	23693	+	1372	0
Tb10.v4.0141	tryp_X-276b11.q1c	25214	26009	+	796	5
Tb10.v4.0142	tryp_X-276b11.q1c	26588	28198	+	1611	3
Tb10.v4.0143	tryp_X-276b11.q1c	29052	29495	+	444	0
Tb10.v4.0042	TP3F6-6h01.p1k	4548	6098	-	1551	151
Tb10.v4.0043	TP3F6-6h01.p1k	6385	7515	-	1131	778
Tb10.v4.0044	TP3F6-6h01.p1k	8303	10418	-	2116	2655
Tb10.v4.0045	TP3F6-6h01.p1k	10550	11825	-	1276	3882
Tb10.v4.0046	TP3F6-6h01.p1k	12199	13650	-	1452	1673
Tb10.v4.0032	TP3F6-6f06.p1k	452	2776	-	2325	1111
Tb10.v4.0033	TP3F6-6f06.p1k	5641	9379	-	3739	2817
Tb10.v4.0034	TP3F6-6f06.p1k	10004	10922	-	919	1183
Tb10.v4.0035	TP3F6-6f06.p1k	11063	12168	-	1106	3672
Tb10.v4.0036	TP3F6-6f06.p1k	12429	13399	-	971	1234
Tb10.v4.0037	TP3F6-6f06.p1k	13554	17167	-	3614	6179
Tb10.v4.0038	TP3F6-6f06.p1k	17194	19185	-	1992	3549
Tb10.v4.0039	TP3F6-6f06.p1k	19385	22408	-	3024	3829
Tb10.v4.0040	TP3F6-6f06.p1k	22521	24124	-	1604	3288
Tb10.v4.0041	TP3F6-6f06.p1k	24196	25286	-	1091	2993
Tb09.v4.0156	tryp_IXb-43g07.q1c	1291	2436	-	1146	0
Tb09.v4.0157	tryp_IXb-43g07.q1c	4080	4912	-	833	0
Tb09.v4.0158	tryp_IXb-43g07.q1c	6320	7737	-	1418	0
Tb09.v4.0159	tryp_IXb-43g07.q1c	9201	10546	-	1346	0
Tb09.v4.0160	tryp_IXb-43g07.q1c	11651	12370	-	720	24
Tb09.v4.0161	tryp_IXb-43g07.q1c	13992	15089	-	1098	1
Tb11.0490	tryp_XI-1079d10.p1k	24	1474	+	1451	0
Tb11.0500	tryp_XI-1079d10.p1k	4650	5872	+	1223	0
Tb11.0510	tryp_XI-1079d10.p1k	7999	9354	+	1356	0
Tb11.1490	tryp_XI-881g06.q2k5028	1473	3014	+	1542	0
Tb11.1500	tryp_XI-881g06.q2k5028	4269	5822	+	1554	0
Tb11.1510	tryp_XI-881g06.q2k5028	7661	9240	+	1580	0
Tb11.1520	tryp_XI-881g06.q2k5028	13093	13878	+	786	104
Tb11.1530	tryp_XI-881g06.q2k5028	15914	17473	-	1560	299
Tb09.v4.0009	TP26M21-2a10.p1k	683	4513	+	3831	1228
Tb09.v4.0010	TP26M21-2a10.p1k	7309	10114	+	2806	1929
Tb09.v4.0011	TP26M21-2a10.p1k	12906	14353	+	1448	8
Tb09.v4.0012	TP26M21-2a10.p1k	21366	22809	+	1444	4
Tb09.v4.0013	TP26M21-2a10.p1k	26702	31837	-	5136	2737
Tb09.v4.0014	TP26M21-2a10.p1k	32501	36642	-	4142	1962
Tb09.v4.0015	TP26M21-2a10.p1k	37901	38897	-	997	1770
Tb11.1740	tryp_XI-974h12.q1k	74	2509	+	2436	15
Tb11.1750	tryp_XI-974h12.q1k	2574	7214	+	4641	30
Tb11.1760	tryp_XI-974h12.q1k	7278	9272	+	1995	9
Tb11.1770	tryp_XI-974h12.q1k	9337	14445	+	5109	27
Tb10.v4.0251	tryp_X-76f06.p1c	935	2728	+	1794	1
Tb10.v4.0252	tryp_X-76f06.p1c	3979	5490	+	1512	11
Tb10.v4.0253	tryp_X-76f06.p1c	7535	8017	+	483	0
Tb10.v4.0254	tryp_X-76f06.p1c	8199	9110	+	912	0
Tb10.v4.0255	tryp_X-76f06.p1c	9349	11287	+	1939	17
Tb10.v4.0256	tryp_X-76f06.p1c	11830	13271	+	1442	4
Tb10.v4.0257	tryp_X-76f06.p1c	16124	17596	+	1473	1
Tb10.v4.0258	tryp_X-76f06.p1c	19487	20353	-	867	8
Tb10.v4.0259	tryp_X-76f06.p1c	22196	22927	-	732	4
Tb10.v4.0260	tryp_X-76f06.p1c	25171	26472	+	1302	1
Tb10.v4.0261	tryp_X-76f06.p1c	27800	28054	+	255	0
Tb10.v4.0262	tryp_X-76f06.p1c	28593	29567	+	975	11
Tb10.v4.0263	tryp_X-76f06.p1c	31344	32816	+	1473	0
Tb10.v4.0264	tryp_X-76f06.p1c	34167	41653	+	7487	465
Tb10.v4.0091	tryp_X-220a01.q1c	748	2273	+	1526	1
Tb10.v4.0092	tryp_X-220a01.q1c	5450	6616	+	1167	0
Tb10.v4.0093	tryp_X-220a01.q1c	8208	9587	+	1380	2
Tb10.v4.0094	tryp_X-220a01.q1c	14324	15502	-	1179	0
Tb10.v4.0095	tryp_X-220a01.q1c	17566	19008	-	1443	1
Tb10.v4.0096	tryp_X-220a01.q1c	21303	29266	-	7964	374
Tb10.v4.0097	tryp_X-220a01.q1c	29610	34448	+	4839	151
Tb10.v4.0098	tryp_X-220a01.q1c	35248	36441	+	1194	0
Tb10.v4.0099	tryp_X-220a01.q1c	39239	39820	+	582	0
Tb11.0790	tryp_XI-1150d08.q1k	1185	1832	-	648	0
Tb11.0800	tryp_XI-1150d08.q1k	1834	2955	-	1122	0
Tb11.0810	tryp_XI-1150d08.q1k	5201	19237	-	14037	477
Tb11.0090	tryp_XI-1032b03.p2k737	689	1786	-	1098	4
Tb11.0100	tryp_XI-1032b03.p2k737	2886	4879	-	1994	12
Tb11.0110	tryp_XI-1032b03.p2k737	6557	7594	-	1038	0
Tb11.0120	tryp_XI-1032b03.p2k737	9562	10902	-	1341	0
Tb11.0130	tryp_XI-1032b03.p2k737	14185	14964	-	780	0
Tb11.0140	tryp_XI-1032b03.p2k737	15199	16623	-	1425	1
Tb11.0150	tryp_XI-1032b03.p2k737	17968	19005	-	1038	0
Tb11.0160	tryp_XI-1032b03.p2k737	19786	20661	-	876	0
Tb11.0170	tryp_XI-1032b03.p2k737	21672	23246	-	1575	0
Tb11.0180	tryp_XI-1032b03.p2k737	25019	26560	-	1542	0
Tb11.0190	tryp_XI-1032b03.p2k737	29258	30661	-	1404	1
Tb10.v4.0105	tryp_X-254c10.q1c	4160	5571	-	1412	1
Tb10.v4.0106	tryp_X-254c10.q1c	5760	6827	-	1068	53
Tb10.v4.0107	tryp_X-254c10.q1c	7993	9486	-	1494	0
Tb10.v4.0108	tryp_X-254c10.q1c	11827	13354	-	1528	0
Tb10.v4.0109	tryp_X-254c10.q1c	15187	16779	-	1593	0
Tb10.v4.0110	tryp_X-254c10.q1c	18300	18623	-	324	0
Tb10.v4.0111	tryp_X-254c10.q1c	20456	21319	-	864	0
Tb10.v4.0112	tryp_X-254c10.q1c	24481	25991	-	1511	0
Tb10.v4.0113	tryp_X-254c10.q1c	26950	29240	-	2291	0
Tb10.v4.0114	tryp_X-254c10.q1c	30979	32507	-	1529	0
Tb10.v4.0115	tryp_X-254c10.q1c	34429	34749	-	321	0
Tb10.v4.0116	tryp_X-254c10.q1c	35074	36590	-	1517	0
Tb10.v4.0117	tryp_X-254c10.q1c	37687	39136	-	1450	4
Tb10.v4.0118	tryp_X-254c10.q1c	41071	42538	-	1468	0
Tb10.v4.0119	tryp_X-254c10.q1c	43823	45307	-	1485	1
Tb10.v4.0120	tryp_X-254c10.q1c	45724	47840	-	2117	0
Tb10.v4.0121	tryp_X-254c10.q1c	49359	50911	-	1553	0
Tb10.v4.0122	tryp_X-254c10.q1c	52948	54566	-	1619	1
Tb10.v4.0123	tryp_X-254c10.q1c	55175	56650	-	1476	1
Tb10.v4.0124	tryp_X-254c10.q1c	57759	59174	-	1416	0
Tb10.v4.0125	tryp_X-254c10.q1c	61459	61854	-	396	0
Tb11.0840	tryp_XI-147f01.q1ca	1388	2622	+	1235	9328
Tb11.0845	tryp_XI-147f01.q1ca	2731	3890	+	1160	19573
Tb11.0850	tryp_XI-147f01.q1ca	4028	5351	+	1324	4883
Tb11.0860	tryp_XI-147f01.q1ca	6352	7559	+	1208	1282
Tb11.0870	tryp_XI-147f01.q1ca	7672	9804	+	2133	3061
Tb11.0880	tryp_XI-147f01.q1ca	10188	10764	+	577	20514
Tb11.0890	tryp_XI-147f01.q1ca	10908	12671	+	1764	6232
Tb10.v4.0126	tryp_X-264e11.p1c	3186	3842	+	657	1
Tb10.v4.0127	tryp_X-264e11.p1c	6091	7619	+	1529	0
Tb10.v4.0128	tryp_X-264e11.p1c	9988	10611	-	624	2141
Tb10.v4.0129	tryp_X-264e11.p1c	10699	11199	-	501	525
Tb08.27P2.50	Tbrucei.chr8.100	4550	5005	-	456	15
Tb08.27P2.60	Tbrucei.chr8.100	5080	5810	+	731	256
Tb08.27P2.70	Tbrucei.chr8.100	5898	6725	+	828	149
Tb08.27P2.80	Tbrucei.chr8.100	7005	8815	+	1811	163
Tb08.27P2.90	Tbrucei.chr8.100	8903	9760	+	858	1933
Tb08.27P2.110	Tbrucei.chr8.100	10721	12836	+	2116	1323
Tb08.27P2.120	Tbrucei.chr8.100	14333	15623	-	1291	1
Tb08.27P2.140	Tbrucei.chr8.100	17837	19432	-	1596	0
Tb08.27P2.150	Tbrucei.chr8.100	20999	22525	-	1527	0
Tb08.27P2.160	Tbrucei.chr8.100	22974	24074	-	1101	56
Tb08.27P2.165	Tbrucei.chr8.100	24756	26296	-	1541	0
Tb08.27P2.190	Tbrucei.chr8.100	27956	29354	-	1399	0
Tb08.27P2.210	Tbrucei.chr8.100	30786	32207	-	1422	0
Tb08.27P2.220	Tbrucei.chr8.100	34020	35591	-	1572	1
Tb08.27P2.230	Tbrucei.chr8.100	36898	38440	-	1543	0
Tb08.27P2.240	Tbrucei.chr8.100	40830	42425	-	1596	0
Tb08.27P2.250	Tbrucei.chr8.100	42775	43876	-	1102	182
Tb08.27P2.260	Tbrucei.chr8.100	45310	46839	-	1530	19
Tb08.27P2.270	Tbrucei.chr8.100	48217	49616	-	1400	0
Tb08.27P2.290	Tbrucei.chr8.100	51710	53263	-	1554	0
Tb08.27P2.310	Tbrucei.chr8.100	55260	56811	-	1552	1
Tb08.27P2.330	Tbrucei.chr8.100	57117	58120	-	1004	278
Tb08.27P2.340	Tbrucei.chr8.100	59106	60655	-	1550	0
Tb08.27P2.370	Tbrucei.chr8.100	62418	63866	-	1449	17
Tb08.27P2.380	Tbrucei.chr8.100	65291	66966	-	1676	0
Tb08.27P2.390	Tbrucei.chr8.100	69131	70622	-	1492	0
Tb08.27P2.400	Tbrucei.chr8.100	70778	71852	-	1075	1815
Tb08.27P2.410	Tbrucei.chr8.100	73343	77755	-	4413	362
Tb08.27P2.435	Tbrucei.chr8.100	82105	83399	-	1295	5
Tb08.27P2.460	Tbrucei.chr8.100	84812	86386	-	1575	0
Tb08.27P2.480	Tbrucei.chr8.100	89123	90757	-	1635	2
Tb08.27P2.490	Tbrucei.chr8.100	92556	94145	-	1590	0
Tb08.27P2.510	Tbrucei.chr8.100	95919	97385	-	1467	0
Tb08.27P2.520	Tbrucei.chr8.100	97575	98602	-	1028	12
Tb08.27P2.530	Tbrucei.chr8.100	99384	100915	-	1532	0
Tb08.27P2.550	Tbrucei.chr8.100	102453	104032	-	1580	2
Tb08.27P2.565	Tbrucei.chr8.100	106202	106612	-	411	0
Tb08.27P2.580	Tbrucei.chr8.100	107148	108877	-	1730	1
Tb08.27P2.610	Tbrucei.chr8.100	110064	112611	-	2548	14
Tb08.27P2.620	Tbrucei.chr8.100	111879	115170	-	3292	9
Tb08.27P2.630	Tbrucei.chr8.100	116413	117932	-	1520	1
Tb08.27P2.640	Tbrucei.chr8.100	118791	121323	-	2533	0
Tb08.27P2.555	Tbrucei.chr8.100	121405	122568	-	1164	4
Tb08.27P2.650	Tbrucei.chr8.100	123742	125274	-	1533	0
Tb08.27P2.660	Tbrucei.chr8.100	127149	128737	-	1589	0
Tb08.27P2.670	Tbrucei.chr8.100	129378	132060	-	2683	2
Tb08.27P2.680	Tbrucei.chr8.100	133919	135451	-	1533	0
Tb08.27P2.690	Tbrucei.chr8.100	137305	138167	-	863	0
Tb08.27P2.710	Tbrucei.chr8.100	140061	141519	-	1459	0
Tb08.27P2.720	Tbrucei.chr8.100	144082	145546	-	1465	0
Tb10.v4.0204	tryp_X-423d07.p2kB114	936	2336	-	1401	1
Tb10.v4.0205	tryp_X-423d07.p2kB114	5059	7130	-	2072	54
Tb10.v4.0206	tryp_X-423d07.p2kB114	12324	13586	-	1263	3
Tb10.v4.0207	tryp_X-423d07.p2kB114	15001	16368	-	1368	0
Tb10.v4.0208	tryp_X-432f03.p2kB42	777	2129	-	1353	0
Tb10.v4.0209	tryp_X-432f03.p2kB42	3526	5141	-	1616	0
Tb10.v4.0210	tryp_X-432f03.p2kB42	7081	8408	-	1328	0
Tb10.v4.0211	tryp_X-432f03.p2kB42	10345	14405	-	4061	118
Tb11.0610	tryp_XI-1113h05.p1k	4043	5667	+	1625	0
Tb11.0620	tryp_XI-1113h05.p1k	7519	8247	+	729	0
Tb11.1630	tryp_XI-899c04.q1k	13528	14273	+	746	0
Tb11.1640	tryp_XI-899c04.q1k	17139	17516	+	378	0
Tb11.1650	tryp_XI-899c04.q1k	19889	20836	+	948	0
Tb11.1660	tryp_XI-899c04.q1k	24618	26445	+	1828	3
Tb11.0200	tryp_XI-1032h01.q1k	394	1134	-	741	0
Tb11.0210	tryp_XI-1032h01.q1k	2077	3249	+	1173	7
Tb11.0220	tryp_XI-1032h01.q1k	4451	5116	+	666	9
Tb11.0230	tryp_XI-1032h01.q1k	5772	7334	+	1563	0
Tb11.0240	tryp_XI-1032h01.q1k	8446	15010	+	6565	284
Tb11.0250	tryp_XI-1032h01.q1k	17527	24643	+	7117	18
Tb11.0260	tryp_XI-1032h01.q1k	27823	29379	-	1557	2634
Tb11.0270	tryp_XI-1032h01.q1k	31464	32912	+	1449	8
Tb11.0280	tryp_XI-1032h01.q1k	34518	35159	+	642	0
Tb10.v4.0054	tryp_X-149c07.p1c	338	1918	-	1581	3
Tb10.v4.0055	tryp_X-149c07.p1c	2051	4774	-	2724	0
Tb10.v4.0056	tryp_X-149c07.p1c	6676	8343	-	1668	0
Tb10.v4.0057	tryp_X-149c07.p1c	8451	9545	-	1095	63
Tb11.0700	tryp_XI-1133d10.q1k	1786	5765	+	3980	251
Tb11.0710	tryp_XI-1133d10.q1k	5917	7461	+	1545	0
Tb11.0720	tryp_XI-1133d10.q1k	8004	11797	+	3794	0
Tb11.0730	tryp_XI-1133d10.q1k	13234	13749	+	516	5
Tb11.0740	tryp_XI-1133d10.q1k	13795	14346	+	552	1
Tb11.0750	tryp_XI-1133d10.q1k	14558	16078	+	1521	0
Tb11.1140	tryp_XI-374h12.q2kA203	855	1748	-	894	16
Tb11.1150	tryp_XI-374h12.q2kA203	4293	4763	-	471	0
Tb11.1160	tryp_XI-374h12.q2kA203	5834	6367	-	534	0
Tb11.1170	tryp_XI-374h12.q2kA203	7965	9494	-	1530	0
Tb11.1180	tryp_XI-374h12.q2kA203	15116	16951	+	1836	0
Tb10.v4.0063	tryp_X-174f04.q1c	2597	4019	-	1423	0
Tb10.v4.0064	tryp_X-174f04.q1c	12637	14127	+	1491	12
Tb10.v4.0065	tryp_X-174f04.q1c	16398	19193	+	2796	17
Tb10.v4.0066	tryp_X-174f04.q1c	19761	20072	+	312	133
Tb10.v4.0067	tryp_X-174f04.q1c	20639	21634	+	996	0
Tb11.0570	tryp_XI-1094c12.q2k740	2554	4125	-	1572	0
Tb11.0580	tryp_XI-1094c12.q2k740	5299	6642	-	1344	0
Tb11.0590	tryp_XI-1094c12.q2k740	9100	10632	-	1533	0
Tb11.0600	tryp_XI-1094c12.q2k740	11720	12196	-	477	3
Tb11.0060	tryp_XI-1011b06.p1k	4753	5436	+	684	0
Tb11.0070	tryp_XI-1011b06.p1k	6567	7289	+	723	0
Tb11.0080	tryp_XI-1011b06.p1k	11822	12454	+	633	0
Tb10.v4.0212	tryp_X-448g06.q1c	367	1763	-	1397	0
Tb10.v4.0213	tryp_X-448g06.q1c	9736	10727	-	992	261
Tb10.v4.0214	tryp_X-448g06.q1c	15223	15918	-	696	501
Tb10.v4.0215	tryp_X-448g06.q1c	16478	19641	-	3164	3300
Tb10.v4.0216	tryp_X-448g06.q1c	21142	24576	-	3435	6523
Tb10.v4.0217	tryp_X-448g06.q1c	25605	26511	-	907	4739
Tb10.v4.0218	tryp_X-448g06.q1c	28610	34181	-	5572	12225
Tb10.v4.0219	tryp_X-448g06.q1c	35071	35766	-	696	1234
Tb10.v4.0220	tryp_X-448g06.q1c	36829	37831	-	1003	796
Tb10.v4.0221	tryp_X-448g06.q1c	39658	40903	-	1246	1646
Tb10.v4.0084	tryp_X-206a03.p1c	5203	5943	-	741	121
Tb10.v4.0085	tryp_X-206a03.p1c	8541	10190	-	1650	0
Tb10.v4.0086	tryp_X-206a03.p1c	11885	13107	-	1223	0
Tb10.v4.0087	tryp_X-206a03.p1c	15357	16709	-	1353	0
Tb10.v4.0088	tryp_X-206a03.p1c	18642	20135	-	1494	1
Tb10.v4.0089	tryp_X-206a03.p1c	22009	23403	-	1395	0
Tb10.v4.0090	tryp_X-206a03.p1c	23647	24585	-	939	26
Tb09.v4.0066	tryp_IXb-217g08.q1c	624	5154	+	4531	9136
Tb09.v4.0067	tryp_IXb-217g08.q1c	5188	6881	-	1694	9130
Tb09.v4.0068	tryp_IXb-217g08.q1c	7318	8250	+	933	1
Tb09.v4.0069	tryp_IXb-217g08.q1c	10562	12331	+	1770	1
Tb09.v4.0070	tryp_IXb-217g08.q1c	13659	15167	+	1509	1
Tb09.v4.0071	tryp_IXb-217g08.q1c	20520	22236	+	1717	0
Tb09.v4.0072	tryp_IXb-217g08.q1c	22764	24183	+	1420	1
Tb09.v4.0073	tryp_IXb-217g08.q1c	25983	27434	+	1452	0
Tb09.v4.0074	tryp_IXb-217g08.q1c	28828	30141	+	1314	16
Tb09.v4.0075	tryp_IXb-217g08.q1c	30359	38338	+	7980	347
Tb09.v4.0076	tryp_IXb-217g08.q1c	40261	41046	+	786	0
Tb09.v4.0077	tryp_IXb-217g08.q1c	42244	45476	+	3233	62
Tb09.v4.0078	tryp_IXb-217g08.q1c	45638	46444	+	807	0
Tb09.v4.0079	tryp_IXb-217g08.q1c	50672	52344	+	1673	102
Tb09.v4.0080	tryp_IXb-217g08.q1c	53715	54698	+	984	1
Tb09.v4.0081	tryp_IXb-217g08.q1c	54844	56392	+	1549	0
Tb09.v4.0082	tryp_IXb-217g08.q1c	58037	59606	+	1570	0
Tb09.v4.0083	tryp_IXb-217g08.q1c	60642	61655	+	1014	83
Tb09.v4.0084	tryp_IXb-217g08.q1c	61967	63462	+	1496	0
Tb09.v4.0085	tryp_IXb-217g08.q1c	65131	66633	+	1503	1
Tb09.v4.0086	tryp_IXb-217g08.q1c	66773	67165	-	393	0
Tb09.v4.0087	tryp_IXb-217g08.q1c	67885	69569	+	1685	0
Tb10.v4.0068	tryp_X-179b07.p1c	4	949	+	946	0
Tb10.v4.0069	tryp_X-179b07.p1c	2114	2488	+	375	0
Tb10.v4.0070	tryp_X-179b07.p1c	4531	6063	+	1533	0
Tb10.v4.0071	tryp_X-179b07.p1c	9898	11532	+	1635	44
Tb10.v4.0072	tryp_X-179b07.p1c	13923	15621	+	1699	0
Tb10.v4.0047	TPB1C9-1a08.q1k	1568	3197	+	1630	0
Tb10.v4.0048	TPB1C9-1a08.q1k	4591	6249	+	1659	0
Tb10.v4.0049	TPB1C9-1a08.q1k	7741	8277	-	537	13
Tb10.v4.0050	TPB1C9-1a08.q1k	9178	9609	+	432	1
Tb10.v4.0051	TPB1C9-1a08.q1k	10223	10708	-	486	290
Tb09.v4.0189	tryp_IXb-73h01.q1c	1	1089	-	1089	0
Tb09.v4.0190	tryp_IXb-73h01.q1c	3127	4496	-	1370	0
Tb09.v4.0191	tryp_IXb-73h01.q1c	6898	8394	-	1497	0
Tb09.v4.0192	tryp_IXb-73h01.q1c	10419	11897	-	1479	0
Tb09.v4.0193	tryp_IXb-73h01.q1c	13374	15666	-	2293	18
Tb09.v4.0194	tryp_IXb-73h01.q1c	15085	18016	-	2932	61
Tb09.v4.0195	tryp_IXb-73h01.q1c	20332	21833	-	1502	0
Tb09.v4.0196	tryp_IXb-73h01.q1c	23109	24656	-	1548	3
Tb09.v4.0197	tryp_IXb-73h01.q1c	26869	28377	-	1509	0
Tb09.v4.0198	tryp_IXb-73h01.q1c	29438	35859	-	6422	316
Tb10.v4.0228	tryp_X-48f04.q1c	1	504	-	504	19
Tb10.v4.0229	tryp_X-48f04.q1c	1457	2854	-	1398	0
Tb10.v4.0230	tryp_X-48f04.q1c	4296	5836	-	1541	0
Tb10.v4.0231	tryp_X-48f04.q1c	7571	8995	-	1425	0
Tb09.v4.0047	TP29O12a-1b01.p1k	1571	6824	+	5254	345
Tb09.v4.0048	TP29O12a-1b01.p1k	9201	10341	+	1141	0
Tb09.v4.0049	TP29O12a-1b01.p1k	14534	15760	+	1227	0
Tb09.v4.0050	TP29O12a-1b01.p1k	17790	19241	+	1452	1
Tb09.v4.0051	TP29O12a-1b01.p1k	21591	23072	+	1482	0
Tb09.v4.0052	TP29O12a-1b01.p1k	24218	26220	+	2003	1
Tb09.v4.0053	TP29O12a-1b01.p1k	27945	28796	+	852	1
Tb10.v4.0197	tryp_X-36a02.p1c	2169	3197	+	1029	0
Tb10.v4.0198	tryp_X-36a02.p1c	3609	4856	+	1248	3
Tb10.v4.0199	tryp_X-36a02.p1c	6019	6426	+	408	0
Tb10.v4.0200	tryp_X-36a02.p1c	7278	8984	+	1707	0
Tb10.v4.0201	tryp_X-36a02.p1c	9595	10080	+	486	0
Tb10.v4.0202	tryp_X-36a02.p1c	12492	12902	+	411	0
Tb10.v4.0203	tryp_X-36a02.p1c	15374	15749	+	376	0
Tb09.v4.0146	tryp_IXb-277d03.p1c	1504	3717	+	2214	2695
Tb09.v4.0147	tryp_IXb-277d03.p1c	4634	5986	+	1353	1761
Tb09.v4.0148	tryp_IXb-277d03.p1c	7730	9064	+	1335	1766
Tb09.v4.0149	tryp_IXb-277d03.p1c	10828	12090	+	1263	1767
Tb11.1420	tryp_XI-476g10.q2k4126	2135	20921	+	18787	41314
Tb11.1210	tryp_XI-396e01.q2k3025	405	2177	+	1773	2384
Tb11.1220	tryp_XI-396e01.q2k3025	2346	4951	+	2606	8616
Tb11.1230	tryp_XI-396e01.q2k3025	5353	8064	+	2712	1322
Tb11.1240	tryp_XI-396e01.q2k3025	10268	11487	+	1220	1632
Tb10.v4.0144	tryp_X-302f11.q1ca	28722	29129	-	408	0
Tb10.v4.0145	tryp_X-302f11.q1ca	29741	31216	-	1476	1
Tb10.v4.0146	tryp_X-302f11.q1ca	32388	34585	-	2198	40
Tb10.v4.0147	tryp_X-302f11.q1ca	34899	35768	-	870	1
Tb10.v4.0148	tryp_X-302f11.q1ca	37105	38958	-	1854	1
Tb10.v4.0149	tryp_X-302f11.q1ca	40324	41821	-	1498	0
Tb10.v4.0150	tryp_X-302f11.q1ca	44039	45564	-	1526	0
Tb10.v4.0151	tryp_X-302f11.q1ca	47329	48854	-	1526	0
Tb10.v4.0152	tryp_X-302f11.q1ca	50692	52317	-	1626	5
Tb10.v4.0153	tryp_X-302f11.q1ca	53963	55488	-	1526	0
Tb10.v4.0154	tryp_X-302f11.q1ca	57432	58971	-	1540	0
Tb10.v4.0155	tryp_X-302f11.q1ca	61147	61512	-	366	2
Tb10.v4.0156	tryp_X-302f11.q1ca	62040	62684	-	645	1
Tb10.v4.0157	tryp_X-302f11.q1ca	63371	64685	-	1315	0
Tb11.0050	tryp_XI-1007c06.p1k	10675	11628	-	954	70
Tb11.1000	tryp_XI-270f07.q2k6013	622	2825	+	2204	1295
Tb11.1010	tryp_XI-270f07.q2k6013	3834	6199	+	2366	872
Tb11.1020	tryp_XI-270f07.q2k6013	8348	9344	+	997	505
Tb10.v4.0245	tryp_X-68d04.q1c	202	1766	+	1565	2000
Tb10.v4.0246	tryp_X-68d04.q1c	2803	4791	+	1989	2987
Tb10.v4.0247	tryp_X-68d04.q1c	6449	8851	+	2403	4274
Tb10.v4.0248	tryp_X-68d04.q1c	9003	10102	+	1100	2325
Tb10.v4.0249	tryp_X-68d04.q1c	11206	14739	+	3534	3437
Tb10.v4.0250	tryp_X-68d04.q1c	14751	15887	-	1137	1641
Tb11.1270	tryp_XI-431h02.p1k	2754	4085	+	1332	0
Tb11.1280	tryp_XI-431h02.p1k	4783	5586	+	804	0
Tb11.1290	tryp_XI-431h02.p1k	9593	10513	+	921	0
Tb11.1300	tryp_XI-431h02.p1k	12138	13322	+	1185	0
Tb11.1310	tryp_XI-431h02.p1k	13810	14415	+	606	0
Tb10.v4.0058	tryp_X-155h05.q1c	5281	6702	-	1422	0
Tb10.v4.0059	tryp_X-155h05.q1c	6842	7894	-	1053	44
Tb10.v4.0060	tryp_X-155h05.q1c	10058	10832	-	775	1
Tb10.v4.0061	tryp_X-155h05.q1c	11219	12773	-	1555	0
Tb10.v4.0062	tryp_X-155h05.q1c	14452	16026	-	1575	2
Tb11.0910	tryp_XI-256a10.p1c	3074	4720	-	1647	0
Tb11.0920	tryp_XI-256a10.p1c	6599	8068	-	1470	0
